subsidiariedade	2158
adpf	2037
lesividade	1377
sanar	1350
processual	1208
constitucional	1115
eficaz	1108
controversia	1069
arguicao_de_descumprimento_de_preceito_fundamental	894
agr	764
requisito	723
preceito_fundamental	680
precedente	672
apto	665
instrumento	639
recursal	618
agravo_regimental	614
lesao	579
rel	542
principiar	501
dje	493
ajuizamento	478
relevante	475
abstrato	473
capaz	470
min	452
objectivo	440
cabimento	428
acao	411
ato	409
subjetivo	403
sucedaneo	374
celso_de_mello	342
admissibilidade	339
via	331
tribunal_pleno	321
judicial	314
idoneo	313
controle_concentrado	307
admitir	303
ato_normativo	299
utilizacao	294
situacao	283
improvido	281
concreto	279
descumprimento	279
imediato	278
existencia	276
indole	267
pressuposto	264
mecanismo	263
potencialidade	262
cessar	261
concentrado	252
solver	232
danoso	225
lei	223
cabivel	219
postulado	211
dj	204
controle_abstrato_de_constitucionalidade	203
constitucionalidade	202
poder_publico	195
amplo	194
arguicao	192
resultante	189
neutralizar	184
incabivel	184
inexistencia	182
controlo	177
aptidao	175
procedibilidade	171
jurisprudencia	165
inobservancia	161
reparar	156
ausencia	152
negar	149
omissivo	149
acao_direta_de_inconstitucionalidade	146
alegado	141
juridico	137
mostrar	136
utilizar	134
efetividade	134
controle_de_constitucionalidade	131
controle_concentrado_de_constitucionalidade	131
reger	128
carater	127
estadual	127
agravo	125
impugnar	125
caso	124
provimento	124
constituicao	122
texto	120
supremo_tribunal_federal	119
revelar	117
impugnacao	111
geral	111
ofensa	111
revestir	110
sede	109
negativo	108
invocacao	106
condicionar	105
natureza	105
municipal	104
individual	103
pa	101
viavel	98
jurisdicional	98
reflexo	94
sentido	92
observancia	90
inviabilidade	89
ordinario	89
descabimento	88
desbordar	88
difuso	88
possibilidade	88
rtj	88
rescisorio	86
solucao	86
mero	85
inadmissivel	85
bastar	84
jurisdicao_constitucional	81
desprovimento	81
norma	77
significar	76
legitimar	74
corte	73
pressupor	71
solucionar	71
qualificar	71
ementa	71
positivo	71
aptar	70
constatar	70
relatoria	70
direto	69
inafastavel	69
consagrar	68
primario	68
confronto	68
ordenamento	68
writ	68
lide	67
atender	67
desatender	66
questionar	65
inscrever	64
consistente	63
forma	63
inexistente	63
inepto	63
propositura	62
suposto	61
doutrina	61
preceito	61
normatividade	61
existir	61
demonstracao	60
dirimir	60
fungibilidade	59
tribunal_de_justica	58
esgotamento	58
conflitante	58
prover	58
recurso_extraordinario	57
defeito	56
infraconstitucional	56
caber	55
significado	55
abusivo	55
adc	55
vocacionar	55
repercussao_geral	55
gilmar_mendes	54
caracterizar	54
singular	54
comprobatorio	54
discussao	54
mandar	54
ineficiencia	53
coadunar	51
emergente	51
doutrinar	51
possivel	51
maneira	51
desprover	50
interesse	50
obstar	50
absorver	50
atos_normativos	49
subsidiar	48
especie	48
nobre	48
instauracao	48
proposito	48
impossibilidade	48
teori_zavascki	48
achar	47
erario	47
improbidade	45
prescrito	44
rediscutir	44
relevancia	44
divulg	43
identico	43
normativo	43
existente	42
fiscalizacao	42
apreco	42
public	42
precisao	41
judicata	41
atalho	41
anterior	41
pleno	40
suscitar	40
apreciado	40
modo	40
energia	40
banalizar	40
abstracto	40
reproducao	39
real	39
arguiçao	38
ressarcimento	38
imediaticidade	38
justificar	38
ilegal	38
desconstituir	38
processo	38
assentar	37
ordem	37
emergir	37
oponibilidade	37
lecionar	37
abrigar	37
so	36
stf	36
coisa	36
global	36
laboradas	35
adequado	35
verificar	35
grifo	35
disputa	35
tramitar	35
descabe	35
incompativel	34
1o	34
questao	34
ressarcir	34
nuclear	34
impugnavel	34
exaurimento	34
insatisfatorio	33
eletrico	33
exame	33
regra	33
alcance	32
peticao_inicial	32
feicao	31
aldeia	31
imbuhy	31
itapevi	31
depreender	31
constituicao_da_republica	31
afastar	30
pretensao	30
admissivel	30
evitar	30
supremo	30
inviabilizar	30
paraiba	30
apontar	30
transformar	30
proprio	30
inadmissibilidade	29
reverter	29
adin	29
alemao	29
previo	29
df	29
presente	29
adir	29
exaustivo	29
presenca	29
valer	29
demonstrar	28
agravante	28
defensor_publico	28
leitura	28
causar	27
ricardo_lewandowski	27
autonomo	27
inefetividade	27
suprema_corte	27
manejo	27
marco_aurelio	27
mente	26
jurisdional	26
funcionalizada	26
preceitos_fundamentais	26
comissionar	26
substitutivo	26
afrontar	26
legitimacao	26
secundario	26
passivel	25
essencial	25
julgar	24
dissenso	24
coligacao	24
indireto	24
perfil	24
suscetivel	24
4o	23
violar	23
pertinencia	23
clausular	23
amplitude	23
inexistir	23
sistema	23
inadequado	22
inseguranca	22
dotar	22
dimensao	22
obice	22
incidir	22
tutela	22
remissivo	22
conflitar	22
baratear	22
tutelar	22
compreensao	22
edson_fachin	22
afericao	22
ampliar	22
estatal	22
conhecido	21
servir	21
ineficaz	21
estruturante	21
generalidade	21
aplicacao	21
formalidade	21
potencializar	21
estranho	21
defensoria_publica	21
po	21
formal	21
insuscetivel	21
açao	21
teratologia	21
uno	21
sans	21
insubsistentes	21
carmen_lucia	21
arguido	20
eventual	20
jurisdicao	20
abrangente	20
decisao	19
representativo	19
vista	19
coeficiente	19
preventivo	19
questionamento	19
submissao	19
supor	19
multiplicidade	18
secundar	18
descabido	18
legislador	18
superar	18
pacificado	18
habil	18
pronunciamento	18
deter	18
pretender	18
rezek	18
grief	18
utilizaçao	18
individualizaveis	18
dje30	18
deducao	18
impetrar	18
preenchimento	18
passivar	17
impedir	17
contexto	17
regulamentador	17
contestado	17
interposicao	17
configurar	17
insuficiencia	17
parametro	16
modelo	16
firmar	16
descaracterizar	16
paragrafar	16
reparacao	16
violadora	16
irrestrito	16
vitoriar	16
dano	15
clareza	15
pacificar	15
elemento	15
relator	15
faltar	15
cogitar	15
ostentar	15
rree	15
colegialidade	15
caráter	15
abstracao	15
rescindir	15
obstaculizar	15
obliquar	15
nullite	15
moldar	15
limine	15
glmar	15
descumpridores	15
conjugado	15
tese	15
material	14
enfoque	14
resguardar	14
legislacao	14
satisfazer	14
prolatar	14
cotejo	14
dirigir	14
celeridade	14
alexandre_de_moraes	14
invocar	14
regencia	14
doutrinario	14
acessivel	14
objeto	14
submeter	13
substantivar	13
repressivo	13
process	13
exaustao	13
due	13
abrangencia	13
impreciso	13
pretenso	13
optico	13
unico	13
hostilidade	13
assente	13
apdf	13
inominado	13
estatutario	13
concessionar	13
impropriar	13
erigir	13
desincumbir	13
comissivo	13
amparo	13
desvirtuamento	13
jurisdicionar	13
interpretativo	13
delinear	12
deduzir	12
correlato	12
explicitar	12
pretendido	12
exemplo	12
expectativa	12
declaratorio	12
exigir	12
viabilidade	12
perenizacao	12
loteria	12
é	12
sustentaculo	12
sucumbentes	12
predominar	12
numerus	12
neutralizador	12
mandamental	12
litigiar	12
instauravel	12
improvidos	12
hostilizacao	12
desmedidamente	12
consorcio	12
clausus	12
avocacao	12
acabado	12
transmudar	12
extraordinario	12
desrespeito	11
excepcionalidade	11
crivo	11
esvaziar	11
dificil	11
destinar	11
coletivo	11
unissono	11
roupagem	11
relevantissima	11
institucionalidade	11
igreja	11
coerente	11
recurso	11
clt	11
espanhol	10
impregnar	10
fundamento	10
carta	10
fixo	10
vinculante	10
instancia	10
perspectiva	10
flagrante	10
conteudo	10
entender	10
sc	10
surgir	10
arguente	10
corroborar	10
incidental	9
entendimento	9
torno	9
compreender	9
suficiente	9
preencher	9
densidade	9
circunscrever	9
precipuo	9
tumultuario	9
transmudada	9
transindividual	9
temperamento	9
superioridade	9
resignar	9
reinterpretacao	9
perseveranca	9
malogro	9
irromper	9
irresignada	9
invocavel	9
instrumentalidade	9
instauraçao	9
incongruente	9
incognoscivel	9
incindivel	9
impugnavam	9
há	9
holistico	9
habilis	9
fragmentar	9
facie	9
facere	9
exegetico	9
descura	9
corpus	9
bingo	9
antepor	9
alinhavar	9
acionador	9
generico	9
aferido	9
possuir	9
satisfeito	9
consolidado	8
diplomata	8
admissao	8
especificar	8
remuneracao	8
dilacao	8
prontidao	8
corte_constitucional	8
contorno	8
deslinde	8
enunciado	8
derivar	8
inadequacao	8
resolver	8
legitimidade	8
revisao	8
sanches	8
red	8
confrontar	8
lesar	8
rejeito	8
petreo	8
sorteio	8
realce	8
polemicar	8
multiplicacao	8
feriado	8
cuidadoso	8
inutilidade	8
acionamento	8
vertical	8
deflagracao	8
contrario	8
razao	8
obstaculo	8
tribunal	8
destacar	7
complexo	7
exaurido	7
subsidiario	7
rever	7
2o	7
combinar	7
paradigma	7
dias_toffoli	7
onus	7
preciso	7
grifar	7
residual	7
guardar	7
resultar	7
juizo	7
art	7
conformacao	7
encerrar	7
law	7
transverso	7
prolacao	7
tipico	7
tornar	7
to	7
sistematico	7
autor	7
perder	7
inerente	6
arguir	6
campino	6
3o	6
homogeneo	6
demandar	6
pb	6
homologar	6
prudenciar	6
caracterizacao	6
viabilizar	6
ajuizado	6
necessario	6
anotar	6
xvi	6
modalidade	6
supremacia	6
parametricidade	6
intransponivel	6
insuperavel	6
incongruencia	6
impetracao	6
qualificado	6
extrair	6
indicacao	6
hipotese	6
fossar	6
integridade	6
infralegal	6
inidoneo	6
ineficacia	6
desenho	6
burla	6
convir	5
interessado	5
hc	5
proclamar	5
intermediario	5
hermeneuticas	5
exauriente	5
colacionadas	5
aventar	5
amoldar	5
conhecer	5
venezuelano	5
atendimento	5
felix	5
precatorio	5
fischer	5
consecucao	5
ofensivo	5
autorizativas	5
atributo	5
ilegalidade	5
arguicoes	5
atinente	5
instaurar	5
subverter	5
englobar	5
denominar	5
encontrar	5
concretizar	5
exigivel	5
confirmacao	5
tema	5
duvidar	5
traduzir	5
monocratico	5
roberto_barroso	5
envolver	5
ativo	5
originar	5
interpretar	5
multiplo	5
grifou	5
explicar	5
inafastabilidade	5
vertente	4
discutir	4
conhecimento	4
circunstanciar	4
subdividir	4
alheio	4
grosseiro	4
opinativo	4
preceituar	4
positivar	4
expressivo	4
decorrente	4
implicito	4
consequente	4
casu	4
rejeitar	4
delimitar	4
chegar	4
seguimento	4
afetado	4
reputar	4
pesar	4
processamento	4
cumprir	4
mendes	4
desempenho	4
controvertido	4
desafiar	4
emprestar	4
desdobramento	4
tipicidade	4
repisar	4
incerto	4
identificavel	4
guarir	4
distinguir	4
aviso	4
enfatizar	4
inviavel	4
usurpacao	4
satisfacao	4
proposicao	4
citar	4
ensejar	4
lograr	3
extrapolar	3
apreciacao	3
vislumbrar	3
tender	3
intuito	3
consistir	3
descricao	3
atacado	3
barroso	3
minudente	3
inovador	3
idoneidade	3
extravagante	3
cupula	3
transcender	3
remanescer	3
precipitado	3
objetividade	3
migracao	3
manuseio	3
interdependencia	3
intenso	3
homologatoria	3
guardiao	3
essencialidade	3
enfatico	3
cearense	3
aposta	3
saraiva	3
suporte	3
entendido	3
precipuamente	3
notar	3
ator	3
acobertar	3
repercussao	3
adpfs	3
envio	3
compatibilidade	3
ilegitimidade	3
insurgir	3
acrescer	3
violador	3
preservacao	3
niteroi	3
indexador	3
carf	3
vertice	3
trafegar	3
repristinatorio	3
penhora	3
inaptidao	3
fracao	3
extemporaneo	3
balizar	3
unicidade	3
transportador	3
sucumbente	3
simbolico	3
senso	3
remodelar	3
reformador	3
pontificar	3
ordenacao	3
obstativa	3
mingua	3
meirelles	3
marinoni	3
liame	3
lavrar	3
já	3
justificador	3
judice	3
irredutibilidade	3
inspirar	3
inaplicavel	3
imigrante	3
horizontal	3
hely	3
geeignetheit	3
garga	3
fundamentalidade	3
faltante	3
exteriorizar	3
elencou	3
dissociar	3
desfigurado	3
culposo	3
controverter	3
contemporaneidade	3
consubstanciem	3
constitucionalismo	3
conjugacao	3
comodo	3
angulo	3
recepcao	3
rosa_weber	3
sujeito	3
sumular	3
à	3
convencional	3
diccao	3
frustracao	3
expendidos	3
anteceder	3
analitico	3
examinar	2
proferido	2
prescrever	2
destituir	2
universo	2
privilegiar	2
latino	2
margem	2
facil	2
cadeia	2
luiz_fux	2
assinalar	2
validade	2
disponivel	2
intervencao	2
referenciar	2
indeferir	2
probatorio	2
